路障,撑杆,铁桶,读报,铁门,橄榄,舞王,潜水,冰车,海豚,小丑,气球,矿工,跳跳,蹦极,扶梯,投篮,白眼,红眼,权重和,
1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,10901
1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,10901
1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,11901
1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,16401
1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,13901
1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,12901
1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,14901
1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,13901
1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,10901
1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,14401
0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,13401
1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,15901
1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,11401
1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,12401
0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,12901
1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,12901
1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,13901
0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,10901
1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,14901
1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,12901
1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,12901
1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,14901
1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,16901
1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,15901
1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,12401
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,9401
1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,15901
1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,11401
1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,14901
1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,13401
1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,10901
1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,16401
1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,14401
1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,13901
1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,18401
1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,13901
1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,12901
1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,17901
0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,17401
0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,16401
1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,9901
1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,15401
1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,12401
1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,15401
1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,13901
1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,15401
1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,13901
1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,12901
1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,14401
1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,10401
1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,15901
