,0
0,1299.4376111362174
1,842.8004002272046
2,2219.599126784378
3,1060.1229506496124
4,2211.1446970047355
5,1062.1790890053758
6,859.2610785410708
7,2640.7308327147266
8,1673.5037611578323
9,154.62117290759687
10,472.5445702979492
11,760.3775202505099
12,675.801430440634
13,1063.9370937225594
14,1892.8824499360035
15,1521.1265999968284
16,-454.5777342219905
17,-454.5777342219905
18,537.5235380777713
19,684.214952869635
20,298.2088775911663
21,1880.2359146950846
22,1740.5052887749996
23,2757.2400626312815
24,2199.6631550759444
25,684.214952869635
26,769.8029238235376
27,311.10957455876155
28,138.16049459373068
29,1464.6458425977107
30,1126.4476238205452
31,472.5445702979492
32,-227.90960897630458
33,675.801430440634
34,318.1448492995999
35,-673.9564230001617
36,871.9076137819898
37,679.2767238352014
38,314.3307062266527
39,1137.9700730999778
40,313.2066202651663
41,871.9076137819898
42,1365.7622843071501
43,521.062859763905
44,-84.69348757900809
45,2006.4438614526512
46,373.99986168576817
47,1684.0245313758821
48,1237.977717352025
49,1142.9083021344113
50,581.9279946383915
51,569.2814593974724
52,293.2706485567326
53,1444.2675745412603
54,1564.211190501741
55,903.5936416478064
56,919.7154702832928
57,641.2583004191271
58,357.6110768257864
59,150.8070298346496
60,1058.9579573374847
61,959.5205474878592
62,-186.9804458102518
63,456.4227416624628
64,405.75778300546926
65,2006.4438614526512
66,675.801430440634
67,1564.211190501741
68,903.1513452997893
69,1182.374529660598
70,847.9904539563795
71,1452.6810969702613
72,1783.5898792799123
73,641.2583004191271
74,679.2767238352014
