路障,撑杆,铁桶,读报,铁门,橄榄,舞王,潜水,冰车,海豚,小丑,气球,矿工,跳跳,蹦极,扶梯,投篮,白眼,红眼,权重和,
1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,11901
1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,11901
1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,14901
1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,9401
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,10401
1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,14901
1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,15401
1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,12401
1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,10901
1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,12401
1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,15401
1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,18401
1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,11901
1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,13401
1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,13401
0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,15401
1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,12401
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,12401
路障,撑杆,铁桶,读报,铁门,橄榄,舞王,潜水,冰车,海豚,小丑,气球,矿工,跳跳,蹦极,扶梯,投篮,白眼,红眼,权重和,
1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,10901
1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,15901
1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,10401
1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,11901
1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,11901
1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,13401
0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,15401
1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,12901
1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,10901
路障,撑杆,铁桶,读报,铁门,橄榄,舞王,潜水,冰车,海豚,小丑,气球,矿工,跳跳,蹦极,扶梯,投篮,白眼,红眼,权重和,
1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,8401
1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,9901
1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,10901
路障,撑杆,铁桶,读报,铁门,橄榄,舞王,潜水,冰车,海豚,小丑,气球,矿工,跳跳,蹦极,扶梯,投篮,白眼,红眼,权重和,
1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,10901
1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,10401
