路障,撑杆,铁桶,读报,铁门,橄榄,舞王,潜水,冰车,海豚,小丑,气球,矿工,跳跳,蹦极,扶梯,投篮,白眼,红眼,权重和,
1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,11401
1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,12901
1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,13901
1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,16401
1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,14401
1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,11401
1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,14401
1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,13401
1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,17401
0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,11901
